Postion|$|title|$|website|$|location|$|rating|$|reviews|$|hourlyRate|$|miniProjSize|$|empSize
3935|$|Webdevium|$|http://webdevium.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory|$|San Antonio, TX|$|5.0|$|4 reviews|$|$50 - $99 / hr|$|$1,000+|$|2 - 9
3936|$|huex|$|https://huex.io/|$|Colombo, Sri Lanka|$|5.0|$|10 reviews|$|< $25 / hr|$|$1,000+|$|10 - 49
3937|$|NARSUN|$|http://www.narsunstudios.com|$|Mountain View, NC|$|4.8|$|4 reviews|$|$25 - $49 / hr|$|$5,000+|$|50 - 249
3938|$|Software Allies|$|http://www.softwareallies.com?utm_source=clutch.co&utm_medium=referral|$|Guadalajara, Mexico|$|5.0|$|2 reviews|$|$25 - $49 / hr|$|$1,000+|$|10 - 49
3939|$|Infistack Technologies PVT LTD|$|https://infistack.com/|$|Ahmedabad, India|$|4.6|$|6 reviews|$|$25 - $49 / hr|$|$5,000+|$|10 - 49
3940|$|Info-Polus|$|https://www.info-polus.com/|$|Kyiv, Ukraine|$|4.8|$|3 reviews|$|$25 - $49 / hr|$|$5,000+|$|10 - 49
3941|$|allAlgos IT solutions|$|https://www.allalgos.com/|$|Sahibzada Ajit Singh Nagar, India|$|5.0|$|7 reviews|$|< $25 / hr|$|$1,000+|$|2 - 9
3942|$|NetworkAlgo Business Solutions|$|https://www.networkalgo.com/|$|Nagpur, India|$|5.0|$|2 reviews|$|< $25 / hr|$|$5,000+|$|2 - 9
3943|$|Quantumz|$|https://thequantumz.com/|$|Houston, TX|$|5.0|$|3 reviews|$|$25 - $49 / hr|$|$10,000+|$|10 - 49
3944|$|3SDS|$|https://3sds.co.uk/index.html|$|Swindon, United Kingdom|$|5.0|$|1 review|$|Undisclosed|$|Undisclosed|$|2 - 9
3945|$|PROTOTYP|$|https://prototyp.digital|$|Osijek, Croatia|$|5.0|$|7 reviews|$|$50 - $99 / hr|$|$5,000+|$|10 - 49
3946|$|Wiinnova Software Labs|$|http://www.wiinnova.com|$|Kozhikode, India|$|4.9|$|5 reviews|$|< $25 / hr|$|Undisclosed|$|10 - 49
3947|$|Imagine Apps|$|http://imagineapps.co|$|Bogotá, Colombia|$|4.5|$|3 reviews|$|$25 - $49 / hr|$|$10,000+|$|10 - 49
3948|$|Kolosek|$|https://kolosek.com|$|Novi Sad, Serbia|$|5.0|$|3 reviews|$|$25 - $49 / hr|$|$10,000+|$|10 - 49
3949|$|NIKITIN Digital|$|http://nikitinteam.com/#/design|$|Odesa, Ukraine|$|5.0|$|13 reviews|$|$25 - $49 / hr|$|$1,000+|$|10 - 49
3950|$|MPIRIC WEB SERVICES|$|http://mpiricsoftware.com/|$|Ahmedabad, India|$|4.9|$|4 reviews|$|$25 - $49 / hr|$|$1,000+|$|10 - 49
3951|$|HST Solutions|$|https://www.hst.ie/|$|Dublin 2, Ireland|$|5.0|$|4 reviews|$|$25 - $49 / hr|$|$10,000+|$|10 - 49
3952|$|Aptera Software, Inc.|$|https://www.apterainc.com|$|Fort Wayne, IN|$|4.8|$|2 reviews|$|$150 - $199 / hr|$|$100,000+|$|50 - 249
3953|$|Promwad|$|http://promwad.com|$|Vilnius, Lithuania|$|4.9|$|8 reviews|$|$50 - $99 / hr|$|Undisclosed|$|50 - 249
3954|$|itAdviser|$|https://itadviser.org/|$|London, United Kingdom|$|5.0|$|1 review|$|$50 - $99 / hr|$|$10,000+|$|10 - 49
3955|$|ITBees|$|https://itbees.pl|$|Wrocław, Poland|$|5.0|$|1 review|$|$50 - $99 / hr|$|$1,000+|$|2 - 9
3956|$|Desna Systems|$|https://desnasystems.com|$|Kyiv, Ukraine|$|5.0|$|5 reviews|$|$25 - $49 / hr|$|$5,000+|$|2 - 9
3957|$|Alergeek Ventures|$|https://alergeek.ventures/en|$|Kraków, Poland|$|5.0|$|1 review|$|< $25 / hr|$|$1,000+|$|2 - 9
3958|$|AllBright.io|$|https://allbright.io|$|Warszawa, Poland|$|4.8|$|3 reviews|$|$50 - $99 / hr|$|$10,000+|$|10 - 49
3959|$|Bakklog|$|https://www.bakklog.com|$|Rotterdam, Netherlands|$|5.0|$|1 review|$|$100 - $149 / hr|$|$5,000+|$|10 - 49
3960|$|House of Apps Inc|$|http://www.houseofapps.com|$|ISTANBUL, Turkey|$|4.0|$|1 review|$|$50 - $99 / hr|$|$50,000+|$|10 - 49
3961|$|TeliApp Corporation|$|http://www.teliapp.com|$|Linden, NJ|$|5.0|$|5 reviews|$|$100 - $149 / hr|$|$50,000+|$|10 - 49
3962|$|Ultimate Systems|$|http://www.ultimate.systems|$|Kraków, Poland|$|5.0|$|15 reviews|$|$50 - $99 / hr|$|$25,000+|$|10 - 49
3963|$|Equator Technologies|$|https://www.equatortek.com/|$|Kannampalayam, India|$|4.0|$|1 review|$|< $25 / hr|$|$5,000+|$|50 - 249
3964|$|Badgewell|$|http://www.badgewellsoftware.com|$|Newark, DE|$|5.0|$|3 reviews|$|$25 - $49 / hr|$|$10,000+|$|10 - 49
3965|$|JCD.pl Software&Design|$|http://www.jcd.pl/en|$|Warszawa, Poland|$|5.0|$|6 reviews|$|Undisclosed|$|Undisclosed|$|10 - 49
3966|$|Teqnovos|$|https://teqnovos.com/|$|New York, NY|$|5.0|$|1 review|$|$50 - $99 / hr|$|$10,000+|$|50 - 249
3967|$|Agilno|$|http://www.agilno.com/|$|Split, Croatia|$|5.0|$|6 reviews|$|$50 - $99 / hr|$|$5,000+|$|10 - 49
3968|$|ECO & Tech|$|https://eco-n-tech.com/|$|Kyiv, Ukraine|$|4.9|$|12 reviews|$|$25 - $49 / hr|$|$1,000+|$|10 - 49
3969|$|Doomel Digital Marketing|$|https://www.doomel.com/|$|Sao Paulo, Brazil|$|5.0|$|3 reviews|$|$100 - $149 / hr|$|$1,000+|$|2 - 9
3970|$|MaxSoft|$|https://maxsoft.bg|$|Sofia, Bulgaria|$|5.0|$|3 reviews|$|$25 - $49 / hr|$|$1,000+|$|10 - 49
3971|$|Ucodesoft Solutions Pvt Ltd|$|https://ucodesoft.com/contact-us/|$|Sahibzada Ajit Singh Nagar, India|$|4.8|$|4 reviews|$|$25 - $49 / hr|$|$1,000+|$|50 - 249
3972|$|appconsultio|$|https://www.appconsultio.com/|$|Pimpri-Chinchwad, India|$|5.0|$|1 review|$|Undisclosed|$|Undisclosed|$|10 - 49
3973|$|Teqlawn|$|https://teqlawn.com/|$|Indore, India|$|5.0|$|3 reviews|$|< $25 / hr|$|$1,000+|$|10 - 49
3974|$|Loadsys Solutions|$|https://www.loadsys.com/?utm_source=clutch.co&utm_medium=referral|$|Chicago, IL|$|4.9|$|9 reviews|$|$100 - $149 / hr|$|$25,000+|$|10 - 49
3975|$|App Knit|$|http://www.app-knit.com|$|Chandigarh, India|$|5.0|$|6 reviews|$|< $25 / hr|$|$1,000+|$|10 - 49
3976|$|The BitByBit Company|$|https://thebitbybit.com|$|Poznań, Poland|$|5.0|$|5 reviews|$|$50 - $99 / hr|$|$25,000+|$|10 - 49
3977|$|Acme It Solutions LLP.|$|https://acmeitservices.com|$|Nashik, India|$|4.8|$|10 reviews|$|< $25 / hr|$|$1,000+|$|10 - 49
3978|$|Madhawk Games|$|https://www.madhawkgames.com/|$|Jalandhar, India|$|5.0|$|1 review|$|$25 - $49 / hr|$|$10,000+|$|2 - 9
3979|$|6thSolution Technologies|$|https://6thsolution.com|$|Montréal, Canada|$|4.8|$|3 reviews|$|$100 - $149 / hr|$|$10,000+|$|2 - 9
3980|$|Aspired|$|https://aspired.io/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory|$|West Palm Beach, FL|$|5.0|$|10 reviews|$|$25 - $49 / hr|$|$25,000+|$|50 - 249
3981|$|Navyug Infosolutions|$|http://navyuginfo.com?utm_source=clutch&utm_campaign=profiles&utm_medium=profile|$|Noida, India|$|4.5|$|12 reviews|$|< $25 / hr|$|$5,000+|$|50 - 249
3982|$|Flux Technologies Inc.|$|http://fluxtech.me/|$|Yerevan, Armenia|$|4.9|$|6 reviews|$|$50 - $99 / hr|$|$25,000+|$|50 - 249
3983|$|Sterling Technolabs Pvt. Ltd.|$|https://sterlingtechnolabs.com/|$|Pimpri-Chinchwad, India|$|4.9|$|4 reviews|$|< $25 / hr|$|$5,000+|$|50 - 249
3984|$|Positiva|$|https://www.positiva.si/en/home/|$|Ljubljana, Slovenia|$|5.0|$|1 review|$|$50 - $99 / hr|$|$5,000+|$|10 - 49
3985|$|Code Precision|$|http://codeprecision.com|$|Tel Aviv, Israel|$|5.0|$|3 reviews|$|Undisclosed|$|Undisclosed|$|10 - 49
3986|$|The Awesome Company|$|https://theawesome.click|$|Kharkiv, Ukraine|$|5.0|$|3 reviews|$|$25 - $49 / hr|$|$5,000+|$|10 - 49
3987|$|Cigniti Technologies Inc.|$|https://www.cigniti.com/|$|Irving, TX|$|4.9|$|6 reviews|$|Undisclosed|$|$50,000+|$|1,000 - 9,999
3988|$|LeverX|$|https://leverx.com/|$|Mountain View, CA|$|5.0|$|1 review|$|$50 - $99 / hr|$|$10,000+|$|250 - 999
3989|$|Blott.io|$|https://blott.io|$|London, United Kingdom|$|4.8|$|9 reviews|$|$50 - $99 / hr|$|$5,000+|$|10 - 49
3990|$|SlashMobility|$|http://www.slashmobility.com/|$|Barcelona, Spain|$|3.0|$|1 review|$|$50 - $99 / hr|$|Undisclosed|$|10 - 49
3991|$|Ad Victoriam Solutions|$|https://www.advictoriamsolutions.com/|$|Alpharetta, GA|$|4.8|$|4 reviews|$|$150 - $199 / hr|$|$10,000+|$|50 - 249
3992|$|Netfork|$|https://netfork.io|$|Dover, DE|$|5.0|$|2 reviews|$|$50 - $99 / hr|$|$10,000+|$|250 - 999
3993|$|SONAMAK|$|http://www.sonamak.com|$|Sidi Bishr, Egypt|$|5.0|$|3 reviews|$|< $25 / hr|$|$1,000+|$|2 - 9
3994|$|Full Metal Software|$|https://www.fullmetalsoftware.com|$|Northampton, United Kingdom|$|5.0|$|2 reviews|$|$100 - $149 / hr|$|$5,000+|$|2 - 9
3995|$|ZOOZ.LK (PVT) LTD|$|http://www.zooz.lk|$|Colombo, Sri Lanka|$|5.0|$|2 reviews|$|$25 - $49 / hr|$|$1,000+|$|10 - 49
3996|$|OMSOFTWARE PVT LTD|$|http://www.omsoftware.net|$|Brighton, CO|$|4.1|$|14 reviews|$|< $25 / hr|$|$10,000+|$|250 - 999
3997|$|Madesense Digital|$|http://madesense.digital|$|Prague, Czech Republic|$|4.6|$|4 reviews|$|$50 - $99 / hr|$|$10,000+|$|10 - 49
3998|$|ACE Software n Web Solutions|$|https://www.acesnws.com|$|Thane, India|$|5.0|$|10 reviews|$|$25 - $49 / hr|$|$1,000+|$|10 - 49
3999|$|Biwabits|$|https://biwabits.com|$|Binjai, Indonesia|$|4.5|$|2 reviews|$|$50 - $99 / hr|$|$5,000+|$|10 - 49
4000|$|Vasundhara Infotech LLP|$|https://vasundharainfotechllp.com/|$|Surat, India|$|4.5|$|2 reviews|$|< $25 / hr|$|$1,000+|$|250 - 999
4001|$|Beyond Enterprizes|$|https://www.beyondenterprizes.com/|$|Los Angeles, CA|$|5.0|$|1 review|$|$50 - $99 / hr|$|$10,000+|$|10 - 49
4002|$|Teonica|$|https://teonica.com/|$|L'viv, Ukraine|$|5.0|$|2 reviews|$|$25 - $49 / hr|$|$5,000+|$|10 - 49
4003|$|Solves|$|https://solves.pro|$|Wilmington, DE|$|5.0|$|2 reviews|$|$50 - $99 / hr|$|$25,000+|$|2 - 9
4004|$|Shinetech Software Inc.|$|https://www.shinetechsoftware.com/|$|Beijing, China|$|5.0|$|1 review|$|$50 - $99 / hr|$|$25,000+|$|250 - 999
4005|$|Digital Dilemma|$|http://www.digitaldilemma.com.au|$|Brookvale, Australia|$|5.0|$|1 review|$|$50 - $99 / hr|$|$5,000+|$|2 - 9
4006|$|iProgrammer Solutions Private Ltd.|$|http://www.iprogrammer.com|$|Pune, India|$|4.6|$|4 reviews|$|< $25 / hr|$|$10,000+|$|50 - 249
4007|$|VirtusLab|$|https://virtuslab.com/|$|Kraków, Poland|$|4.4|$|8 reviews|$|$100 - $149 / hr|$|$10,000+|$|50 - 249
4008|$|Two55am Studio|$|http://www.two55am.com|$|Gurugram, India|$|4.2|$|2 reviews|$|< $25 / hr|$|Undisclosed|$|10 - 49
4009|$|Riff Point LLC|$|https://riffpoint.com|$|Kharkiv, Ukraine|$|5.0|$|2 reviews|$|$25 - $49 / hr|$|$1,000+|$|10 - 49
4010|$|FlatSolutions|$|https://www.flat-solutions.com/|$|Kyiv, Ukraine|$|5.0|$|2 reviews|$|$25 - $49 / hr|$|$5,000+|$|2 - 9
4011|$|Humancrafted|$|https://www.humancrafted.tech/|$|Bournemouth, United Kingdom|$|4.8|$|3 reviews|$|$100 - $149 / hr|$|$10,000+|$|2 - 9
4012|$|KanhaSoft|$|https://www.kanhasoft.com/|$|Ahmedabad, India|$|4.9|$|4 reviews|$|< $25 / hr|$|$5,000+|$|10 - 49
4013|$|Webscope.io|$|http://webscope.io|$|Brno, Czech Republic|$|5.0|$|4 reviews|$|$25 - $49 / hr|$|$5,000+|$|10 - 49
4014|$|BeKey Inc|$|http://bekey.io/|$|Petah Tikva, Israel|$|4.9|$|6 reviews|$|< $25 / hr|$|$10,000+|$|10 - 49
4015|$|Potado|$|https://potado.co|$|Singapore, Singapore|$|5.0|$|2 reviews|$|$100 - $149 / hr|$|$5,000+|$|10 - 49
4016|$|10A Software House|$|https://10a.io|$|Kraków, Poland|$|5.0|$|1 review|$|$25 - $49 / hr|$|$10,000+|$|10 - 49
4017|$|TheBhub|$|https://www.thebhub.co.ke|$|Nairobi, Kenya|$|4.5|$|2 reviews|$|Undisclosed|$|$10,000+|$|10 - 49
4018|$|astarios|$|http://www.astarios.com|$|Rudolfstetten-Friedlisberg, Switzerland|$|5.0|$|5 reviews|$|$25 - $49 / hr|$|$25,000+|$|10 - 49
4019|$|Venture Republic|$|http://venturerepublic.net/|$|Lahore, Pakistan|$|5.0|$|3 reviews|$|$50 - $99 / hr|$|$5,000+|$|10 - 49
4020|$|Stackgeeks|$|http://www.stackgeeks.com|$|Chandigarh, India|$|5.0|$|1 review|$|$25 - $49 / hr|$|$1,000+|$|10 - 49
4021|$|Digiapt|$|http://www.digiapt.com|$|Bengaluru, India|$|5.0|$|1 review|$|$25 - $49 / hr|$|$10,000+|$|10 - 49
4022|$|Intact Solutions|$|https://www.intactsolutions.ca/|$|Milton, Canada|$|5.0|$|3 reviews|$|$50 - $99 / hr|$|$5,000+|$|10 - 49
4023|$|E Software Solutions|$|https://www.essitco.com/|$|Yamuna Nagar, India|$|4.8|$|3 reviews|$|$25 - $49 / hr|$|$10,000+|$|10 - 49
4024|$|QTech Networks Dubai|$|https://www.qtechnetworks.com/|$|Dubai, United Arab Emirates|$|5.0|$|5 reviews|$|$100 - $149 / hr|$|$5,000+|$|10 - 49
4025|$|Iterando|$|http://iterando.mx/|$|Ciudad de México, Mexico|$|5.0|$|10 reviews|$|$25 - $49 / hr|$|$5,000+|$|10 - 49
4026|$|Altabel Group|$|https://www.altabel.com|$|Vilnius, Lithuania|$|5.0|$|4 reviews|$|$25 - $49 / hr|$|$5,000+|$|50 - 249
4027|$|SSA Group|$|https://www.ssa.group/|$|Matosinhos, Portugal|$|4.6|$|15 reviews|$|$50 - $99 / hr|$|$5,000+|$|50 - 249
4028|$|Opentech|$|http://opentech.dev|$|Chișinău, Moldova|$|4.7|$|5 reviews|$|$25 - $49 / hr|$|$10,000+|$|10 - 49
4029|$|Melior Games|$|http://meliorgames.com/|$|Vilnius, Lithuania|$|3.6|$|4 reviews|$|$25 - $49 / hr|$|$5,000+|$|10 - 49
4030|$|Paradigm|$|https://paradigm.space|$|Vancouver, Canada|$|4.0|$|1 review|$|$50 - $99 / hr|$|$10,000+|$|10 - 49
4031|$|Hierographics Inc|$|https://www.hieroart.com|$|Saginaw, MI|$|5.0|$|1 review|$|$25 - $49 / hr|$|$5,000+|$|10 - 49
4032|$|Pramukh Digital Agency - SEO, Web Design and Mobile Application Development|$|https://www.pramukhdigital.com/|$|Ahmedabad, India|$|5.0|$|12 reviews|$|< $25 / hr|$|$1,000+|$|10 - 49
4033|$|Crescentek|$|https://www.crescentek.com/|$|Kolkata, India|$|4.5|$|1 review|$|$25 - $49 / hr|$|$5,000+|$|50 - 249
4034|$|Cnab Digital|$|https://www.cnabdigital.com.au/|$|Cranbourne West, Australia|$|4.5|$|1 review|$|$25 - $49 / hr|$|$1,000+|$|10 - 49
4035|$|ABstract Solutions|$|https://www.abstractsolutions.com.ar|$|Martínez, Argentina|$|5.0|$|3 reviews|$|$50 - $99 / hr|$|$25,000+|$|10 - 49
4036|$|Aim Edge Apps|$|https://aimedgeapps.com/|$|Orlando, FL|$|5.0|$|4 reviews|$|$25 - $49 / hr|$|$50,000+|$|10 - 49
4037|$|Clever Solution Inc.|$|https://clever-solution.com/|$|New York, NY|$|5.0|$|7 reviews|$|$50 - $99 / hr|$|$10,000+|$|10 - 49
4038|$|Aress Software|$|https://www.aress.com/|$|Nashik, India|$|5.0|$|1 review|$|$25 - $49 / hr|$|$5,000+|$|250 - 999
4039|$|Craftars|$|http://www.craftars.com|$|București, Romania|$|5.0|$|1 review|$|$50 - $99 / hr|$|$10,000+|$|2 - 9
4040|$|Disblu|$|http://www.disblu.com/|$|San Pedro Garza García, Mexico|$|5.0|$|1 review|$|$25 - $49 / hr|$|$5,000+|$|2 - 9
4041|$|APP DEVELOPMENT|$|http://www.appdevelopment.com.sg/|$|Singapore, Singapore|$|5.0|$|1 review|$|$100 - $149 / hr|$|$5,000+|$|2 - 9
4042|$|Theta Technolabs|$|http://thetatechnolabs.com/|$|Ahmedabad, India|$|4.9|$|4 reviews|$|< $25 / hr|$|$5,000+|$|10 - 49
4043|$|WalTick|$|http://waltick.com/|$|Coimbatore, India|$|5.0|$|1 review|$|$25 - $49 / hr|$|$5,000+|$|2 - 9
4044|$|Gennovacap Technology|$|http://www.gennovacap.com|$|Austin, TX|$|4.9|$|7 reviews|$|$150 - $199 / hr|$|$50,000+|$|10 - 49
4045|$|Softo|$|http://sof.to/en|$|RIO DE JANEIRO, Brazil|$|4.8|$|4 reviews|$|$50 - $99 / hr|$|$50,000+|$|50 - 249
4046|$|IVVYSOFT|$|http://ivvysoft.com/|$|Lviv, Ukraine|$|5.0|$|1 review|$|$25 - $49 / hr|$|Undisclosed|$|10 - 49
4047|$|YSBM Group|$|https://y-sbm.com|$|Kraków, Poland|$|4.9|$|4 reviews|$|$25 - $49 / hr|$|$10,000+|$|10 - 49
4048|$|200OK Solutions|$|http://www.200oksolutions.com|$|Ahmedabad, India|$|5.0|$|1 review|$|$25 - $49 / hr|$|$10,000+|$|10 - 49
4049|$|Nyros Technologies|$|https://www.nyros.com|$|Kakinada, India|$|5.0|$|4 reviews|$|$25 - $49 / hr|$|$25,000+|$|10 - 49
4050|$|VantaWorks|$|https://vantaworks.com/home|$|İstanbul, Turkey|$|4.9|$|9 reviews|$|$25 - $49 / hr|$|$1,000+|$|10 - 49
4051|$|Competenza Innovare Private Limited|$|http://www.thecompetenza.com/|$|Jaipur, India|$|4.8|$|4 reviews|$|< $25 / hr|$|$5,000+|$|10 - 49
4052|$|Fusion Business Solutions (P) Limited|$|https://www.fusionfirst.com/|$|Udaipur, India|$|4.9|$|26 reviews|$|< $25 / hr|$|$1,000+|$|250 - 999
4053|$|Qemer Software Technology PLC|$|https://qemertech.com|$|Addis Ababa, Ethiopia|$|5.0|$|1 review|$|< $25 / hr|$|$1,000+|$|10 - 49
4054|$|Allmatics|$|http://www.allmatics.net|$|London, United Kingdom|$|5.0|$|5 reviews|$|$50 - $99 / hr|$|$10,000+|$|10 - 49
4055|$|Plexteq|$|http://plexteq.com|$|Vinnytsia, Ukraine|$|4.8|$|7 reviews|$|$25 - $49 / hr|$|$10,000+|$|50 - 249
4056|$|Prographers|$|https://www.prographers.com|$|Warszawa, Poland|$|5.0|$|2 reviews|$|$100 - $149 / hr|$|$10,000+|$|2 - 9
4057|$|One Byte Labs|$|https://onebytelabs.in|$|Bengaluru, India|$|4.8|$|2 reviews|$|$25 - $49 / hr|$|$1,000+|$|10 - 49
4058|$|B60|$|http://www.b60apps.co.uk|$|Royal Leamington Spa, United Kingdom|$|4.5|$|3 reviews|$|$150 - $199 / hr|$|$25,000+|$|10 - 49
4059|$|Contract Square UAB|$|http://www.contractsq.com|$|Vilnius, Lithuania|$|5.0|$|1 review|$|$50 - $99 / hr|$|$10,000+|$|2 - 9
4060|$|Matrix Marketers|$|https://www.matrixmarketers.com|$|New York, NY|$|5.0|$|1 review|$|$25 - $49 / hr|$|$10,000+|$|50 - 249
4061|$|OGOGO Agency|$|https://www.ognarev.com|$|Dnipropetrovs'k, Ukraine|$|5.0|$|1 review|$|$25 - $49 / hr|$|$1,000+|$|2 - 9
4062|$|Bananapie GmbH|$|https://bananapie.io|$|Berlin, Germany|$|5.0|$|3 reviews|$|$100 - $149 / hr|$|$10,000+|$|10 - 49
4063|$|Shaligram Infotech|$|http://www.shaligraminfotech.com|$|Ahmedabad, India|$|5.0|$|16 reviews|$|$25 - $49 / hr|$|$5,000+|$|50 - 249
4064|$|MobileFirst Applications|$|http://mobilefirst.in|$|Ahmedabad, India|$|4.5|$|6 reviews|$|$25 - $49 / hr|$|$10,000+|$|10 - 49
4065|$|Tech Miles|$|http://www.techmiles.co|$|Kolkata, India|$|4.8|$|5 reviews|$|< $25 / hr|$|$1,000+|$|10 - 49
4066|$|WeaveLines|$|http://www.weavelines.com|$|Tunis, Tunisia|$|4.9|$|5 reviews|$|$25 - $49 / hr|$|$5,000+|$|2 - 9
4067|$|Apps Cyclone Technology JSC|$|https://appscyclone.com/|$|Ho Chi Minh City, Vietnam|$|4.8|$|2 reviews|$|$100 - $149 / hr|$|$25,000+|$|10 - 49
4068|$|Linebreak|$|http://www.linebreak.io|$|Los Angeles, CA|$|4.5|$|1 review|$|$100 - $149 / hr|$|$10,000+|$|2 - 9
4069|$|Oak.Works|$|https://oak.works|$|Savannah, GA|$|5.0|$|2 reviews|$|$50 - $99 / hr|$|$25,000+|$|2 - 9
4070|$|R and D Infotech|$|http://www.rnd.net.in|$|Jaipur, India|$|5.0|$|1 review|$|< $25 / hr|$|$5,000+|$|10 - 49
4071|$|Flyoutsourcing|$|http://flyoutsourcing.com|$|Denver, CO|$|5.0|$|3 reviews|$|$25 - $49 / hr|$|$1,000+|$|10 - 49
4072|$|iTriangle Technolabs|$|https://itriangletechnolabs.com/|$|Palanpur, India|$|5.0|$|1 review|$|< $25 / hr|$|$1,000+|$|10 - 49
4073|$|Softnoesis Private Limited|$|https://www.softnoesis.com|$|Surat, India|$|5.0|$|2 reviews|$|< $25 / hr|$|$1,000+|$|10 - 49
4074|$|Ordex Technology Solution Inc|$|https://www.ordextechnology.com/|$|Culver City, CA|$|5.0|$|1 review|$|Undisclosed|$|Undisclosed|$|10 - 49
4075|$|Dgtalists Solutions Pvt. Ltd.|$|https://dgtalists.com/|$|Kolkata, India|$|4.5|$|1 review|$|< $25 / hr|$|$1,000+|$|10 - 49
4076|$|Kays Harbor Technologies|$|http://kaysharbor.com/|$|Chandigarh, India|$|4.8|$|4 reviews|$|$25 - $49 / hr|$|Undisclosed|$|50 - 249
4077|$|Startup Labs Infotech Private Limited|$|http://startuplabs.io/|$|Jaipur, India|$|4.9|$|5 reviews|$|$25 - $49 / hr|$|$10,000+|$|10 - 49
4078|$|IntoSoft BV|$|https://intosoft.nl/|$|Kaatsheuvel, Netherlands|$|4.5|$|12 reviews|$|$50 - $99 / hr|$|$5,000+|$|50 - 249
4079|$|Seven Square Technosoft|$|https://www.sevensquaretech.com|$|Ahmedabad, India|$|4.8|$|4 reviews|$|$25 - $49 / hr|$|$5,000+|$|50 - 249
4080|$|DesignComet|$|https://www.designcomet.co|$|Tampa, FL|$|5.0|$|1 review|$|$50 - $99 / hr|$|$5,000+|$|2 - 9
4081|$|PROBEGIN|$|https://www.probegin.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory|$|Lelystad, Netherlands|$|5.0|$|2 reviews|$|$50 - $99 / hr|$|$10,000+|$|50 - 249
4082|$|Specflux Solutions|$|https://www.specflux.com/|$|Ipoh, Malaysia|$|5.0|$|2 reviews|$|< $25 / hr|$|$1,000+|$|2 - 9
4083|$|Lune.xyz - AR&VR|$|https://lune.xyz/?utm_source=clutch.co&utm_medium=referral|$|Wrocław, Poland|$|5.0|$|3 reviews|$|$25 - $49 / hr|$|$5,000+|$|2 - 9
4084|$|Protocloud Technologies Pvt. Ltd.|$|https://protocloudtechnologies.com|$|Jaipur, India|$|5.0|$|7 reviews|$|< $25 / hr|$|$1,000+|$|10 - 49
4085|$|ZERF|$|https://zerf.tech|$|Miami, FL|$|5.0|$|2 reviews|$|$25 - $49 / hr|$|$5,000+|$|10 - 49
4086|$|WEZEO|$|http://www.wezeo.com|$|Bratislava, Slovakia|$|4.8|$|5 reviews|$|$50 - $99 / hr|$|$10,000+|$|10 - 49
4087|$|Globus Infotech|$|https://www.globusinfotech.com|$|Ahmedabad, India|$|4.0|$|1 review|$|< $25 / hr|$|$1,000+|$|10 - 49
4088|$|LinkSture Technologies Private Limited|$|https://www.linksture.com/|$|Ahmedabad, India|$|4.8|$|16 reviews|$|$25 - $49 / hr|$|$1,000+|$|10 - 49
4089|$|ThoughtLab|$|http://www.thoughtlab.com|$|Salt Lake, UT|$|4.5|$|1 review|$|$150 - $199 / hr|$|$5,000+|$|10 - 49
4090|$|Semiosis Software Private Limited|$|http://www.semiosissoftware.com|$|Jaipur, India|$|4.7|$|3 reviews|$|$25 - $49 / hr|$|$5,000+|$|10 - 49
4091|$|TeqDeft Pvt. Ltd.|$|https://teqdeft.com|$|Sanauli, India|$|5.0|$|1 review|$|$25 - $49 / hr|$|$10,000+|$|10 - 49
4092|$|FreezePro Software|$|http://freezeprosoftware.com|$|Lviv, Ukraine|$|4.8|$|3 reviews|$|$25 - $49 / hr|$|Undisclosed|$|10 - 49
4093|$|Jellyfish.tech|$|https://jellyfish.tech/|$|Zaporizhzhia, Ukraine|$|4.8|$|8 reviews|$|$50 - $99 / hr|$|$10,000+|$|10 - 49
4094|$|SpryBit Softlabs|$|https://www.sprybit.com/|$|Ahmedabad, India|$|4.9|$|4 reviews|$|$25 - $49 / hr|$|$5,000+|$|10 - 49
4095|$|Qualhon Informatics|$|http://qualhon.com/|$|Mohali, India|$|5.0|$|4 reviews|$|Undisclosed|$|Undisclosed|$|10 - 49
4096|$|Cloud IT Guru|$|https://www.clouditguru.com|$|New Haven, CT|$|5.0|$|4 reviews|$|< $25 / hr|$|$5,000+|$|10 - 49
4097|$|UHP|$|https://uhp.digital/|$|Darmstadt, Germany|$|5.0|$|1 review|$|$100 - $149 / hr|$|$10,000+|$|10 - 49
4098|$|Citrusbug Technolabs|$|https://citrusbug.com/|$|Chicago, IL|$|4.9|$|13 reviews|$|< $25 / hr|$|$1,000+|$|10 - 49
4099|$|NIVIDATA CONSULTANCY|$|https://www.nividata.com/|$|Ahmedabad, India|$|5.0|$|16 reviews|$|< $25 / hr|$|$10,000+|$|10 - 49
4100|$|Inspeerity|$|https://inspeerity.com/|$|Białystok, Poland|$|4.8|$|2 reviews|$|$25 - $49 / hr|$|$10,000+|$|50 - 249
4101|$|Grappetite|$|http://grappetite.com|$|Karachi, Pakistan|$|4.5|$|2 reviews|$|$25 - $49 / hr|$|Undisclosed|$|10 - 49
4102|$|Appnings Software Solutions Pvt Ltd|$|http://www.appnings.com|$|Bangalore, India|$|4.5|$|1 review|$|< $25 / hr|$|$1,000+|$|10 - 49
