Postion|$|title|$|website|$|location|$|rating|$|reviews|$|hourlyRate|$|miniProjSize|$|empSize
2473|$|PragmaFlow, Inc|$|https://www.pragmaflow.com|$|Longueuil, Canada|$|4.9|$|4 reviews|$|$100 - $149 / hr|$|$10,000+|$|10 - 49
2474|$|Mobiversal|$|http://www.mobiversal.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory|$|Oradea, Romania|$|4.8|$|10 reviews|$|$25 - $49 / hr|$|$25,000+|$|10 - 49
2475|$|Truelogic Software LLC|$|http://www.truelogicsoftware.com|$|New York, NY|$|5.0|$|1 review|$|$50 - $99 / hr|$|$50,000+|$|50 - 249
2476|$|HeadChannel|$|http://www.headchannel.co.uk/?utm_source=clutch.co&utm_medium=referral|$|London, United Kingdom|$|4.7|$|12 reviews|$|$25 - $49 / hr|$|$10,000+|$|10 - 49
2477|$|DO OK|$|https://dook.pro/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory|$|Wrocław, Poland|$|4.6|$|26 reviews|$|$50 - $99 / hr|$|$5,000+|$|50 - 249
2478|$|NoName|$|http://www.noname.com|$|Menzingen, Switzerland|$|4.6|$|4 reviews|$|Undisclosed|$|Undisclosed|$|10,000+
2479|$|Global Line Network|$|https://www.globalline.my|$|kl, Malaysia|$|4.5|$|1 review|$|$25 - $49 / hr|$|$5,000+|$|10 - 49
2480|$|havenocode|$|https://havenocode.io|$|Warszawa, Poland|$|5.0|$|10 reviews|$|$50 - $99 / hr|$|$5,000+|$|10 - 49
2481|$|Blank|$|https://blankhq.co/|$|Split, Croatia|$|5.0|$|6 reviews|$|$50 - $99 / hr|$|$10,000+|$|10 - 49
2482|$|DaCodes|$|https://dacodes.com/?utm_medium=clutch&utm_source=partnerships&utm_campaign=aplicaciones%20moviles&utm_term=desarrollo%20de%20aplicaciones&utm_content=desarrollo%20web%20y%20aplicaciones|$|Mérida, Mexico|$|4.9|$|14 reviews|$|$25 - $49 / hr|$|$50,000+|$|50 - 249
2483|$|Uncanny Consulting Services LLP|$|https://uncannycs.com/|$|Greenville, SC|$|5.0|$|6 reviews|$|< $25 / hr|$|$5,000+|$|10 - 49
2484|$|Zwiffer Inc|$|http://www.zwiffer.com|$|Chicago, IL|$|4.8|$|4 reviews|$|$100 - $149 / hr|$|$25,000+|$|2 - 9
2485|$|New Leaders|$|https://newleaders.com|$|Truckee, CA|$|4.9|$|4 reviews|$|$150 - $199 / hr|$|$25,000+|$|10 - 49
2486|$|Webuildapps|$|https://webuildapps.com|$|Alkmaar, Netherlands|$|4.5|$|1 review|$|$50 - $99 / hr|$|$25,000+|$|10 - 49
2487|$|Pixel Apps|$|https://www.pixelapps.io|$|Ahmedabad, India|$|5.0|$|3 reviews|$|$25 - $49 / hr|$|$5,000+|$|10 - 49
2488|$|BRACKETS  by TRIAD|$|https://meetbrackets.com|$|Bratislava, Slovakia|$|4.7|$|5 reviews|$|$25 - $49 / hr|$|$10,000+|$|10 - 49
2489|$|Seistreinta|$|https://seistreinta.com/|$|Culiacán Rosales, Mexico|$|5.0|$|4 reviews|$|$25 - $49 / hr|$|$5,000+|$|10 - 49
2490|$|Tech Vedika Inc.|$|https://www.techvedika.com|$|Hyderabad, India|$|4.8|$|3 reviews|$|< $25 / hr|$|$5,000+|$|50 - 249
2491|$|Platinum Outsourcings Inc.|$|http://www.platinumoutsourcings.com|$|New York, NY|$|5.0|$|2 reviews|$|$25 - $49 / hr|$|$5,000+|$|250 - 999
2492|$|REDWING STUDIO, LLC|$|https://redwing-studio.com|$|Luts'k, Ukraine|$|5.0|$|3 reviews|$|$25 - $49 / hr|$|$1,000+|$|2 - 9
2493|$|Custom Code Factory|$|https://www.customcodefactory.com|$|Suceava, Romania|$|5.0|$|1 review|$|$25 - $49 / hr|$|Undisclosed|$|10 - 49
2494|$|Appsnado|$|https://appsnado.com|$|Mount Laurel Township, NJ|$|3.6|$|10 reviews|$|$50 - $99 / hr|$|$10,000+|$|50 - 249
2495|$|Rollout IT|$|https://rolloutit.net/|$|Budapest, Hungary|$|4.8|$|4 reviews|$|$50 - $99 / hr|$|$50,000+|$|10 - 49
2496|$|Convergence|$|https://cctech.io|$|Vancouver, Canada|$|5.0|$|10 reviews|$|$100 - $149 / hr|$|$50,000+|$|10 - 49
2497|$|NVT|$|https://nvt.pl/?lang=en|$|Warszawa, Poland|$|5.0|$|4 reviews|$|$25 - $49 / hr|$|$25,000+|$|10 - 49
2498|$|ROOTS INC|$|http://www.solucionesroots.com|$|San Salvador, El Salvador|$|4.7|$|9 reviews|$|$25 - $49 / hr|$|$10,000+|$|10 - 49
2499|$|Redvike|$|https://redvike.com/?utm_source=clutch|$|Kraków, Poland|$|5.0|$|12 reviews|$|$25 - $49 / hr|$|$10,000+|$|10 - 49
2500|$|RexSoft|$|http://rexsoftinc.com/|$|Khmel'nyts'kyi, Ukraine|$|5.0|$|12 reviews|$|$25 - $49 / hr|$|$10,000+|$|10 - 49
2501|$|QSoft Vietnam|$|http://www.qsoftvietnam.com/|$|Hanoi, Vietnam|$|4.5|$|7 reviews|$|< $25 / hr|$|$25,000+|$|50 - 249
2502|$|InsaneLab|$|https://insanelab.com|$|Hatboro, PA|$|4.9|$|4 reviews|$|$100 - $149 / hr|$|$10,000+|$|10 - 49
2503|$|Entropy|$|http://www.entropy.works/|$|Milton Keynes, United Kingdom|$|4.7|$|5 reviews|$|$100 - $149 / hr|$|$25,000+|$|10 - 49
2504|$|Ilani Concepts|$|https://www.ilaniconcepts.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory|$|Nairobi City, Kenya|$|5.0|$|18 reviews|$|< $25 / hr|$|$1,000+|$|2 - 9
2505|$|GTM Plus|$|https://gtm-plus.com/?utm_source=clutch.co&utm_medium=referral|$|Praha, Czech Republic|$|4.9|$|6 reviews|$|$25 - $49 / hr|$|$25,000+|$|50 - 249
2506|$|Pop Art|$|https://www.pop-art.com/|$|Portland, OR|$|4.8|$|7 reviews|$|$150 - $199 / hr|$|$50,000+|$|10 - 49
2507|$|Kubo S.A.S.|$|https://kubo.co/portfolio/|$|Bogotá, Colombia|$|5.0|$|1 review|$|< $25 / hr|$|$5,000+|$|10 - 49
2508|$|OmniBridge Solutions|$|http://www.omni-bridge.com|$|Pune, India|$|5.0|$|4 reviews|$|< $25 / hr|$|$25,000+|$|10 - 49
2509|$|Agiliq|$|https://www.agiliq.com/|$|Hyderabad, India|$|5.0|$|1 review|$|Undisclosed|$|Undisclosed|$|10 - 49
2510|$|Donatix|$|https://donatix.net/?utm_source=clutch.co&utm_medium=referral|$|Sofia, Bulgaria|$|4.9|$|15 reviews|$|$50 - $99 / hr|$|$10,000+|$|10 - 49
2511|$|AtomicMedia|$|https://www.atomicmedia.co.uk|$|Nottingham, United Kingdom|$|5.0|$|3 reviews|$|$50 - $99 / hr|$|Undisclosed|$|10 - 49
2512|$|A-dev|$|https://a-dev.com/|$|Kharkiv, Ukraine|$|4.7|$|18 reviews|$|$25 - $49 / hr|$|$10,000+|$|50 - 249
2513|$|Echo Innovate IT|$|https://echoinnovateit.com|$|Plymouth, MN|$|5.0|$|6 reviews|$|< $25 / hr|$|$1,000+|$|50 - 249
2514|$|Urban Emu|$|https://www.urbanemu.com|$|Manasquan, NJ|$|5.0|$|7 reviews|$|Undisclosed|$|$25,000+|$|10 - 49
2515|$|Engenious|$|https://engenious.io/|$|West Hills, CA|$|5.0|$|10 reviews|$|$25 - $49 / hr|$|$10,000+|$|50 - 249
2516|$|Neben Solutions|$|https://nebensolutions.ca/|$|Toronto, Canada|$|5.0|$|3 reviews|$|$50 - $99 / hr|$|$10,000+|$|2 - 9
2517|$|CX100 Inc|$|https://www.cx100.com|$|Plano, TX|$|4.7|$|5 reviews|$|$25 - $49 / hr|$|$5,000+|$|50 - 249
2518|$|Posse|$|http://www.goposse.com|$|New York, NY|$|4.9|$|8 reviews|$|$150 - $199 / hr|$|$25,000+|$|10 - 49
2519|$|Aslase|$|https://aslase.com/|$|Columbus, OH|$|5.0|$|3 reviews|$|$50 - $99 / hr|$|$1,000+|$|10 - 49
2520|$|Nodero|$|http://www.nodero.com|$|Palmerston North, New Zealand|$|5.0|$|2 reviews|$|$100 - $149 / hr|$|$5,000+|$|10 - 49
2521|$|Astha Technology Solutions Pvt Ltd|$|https://asthatechnology.com|$|Surat, India|$|5.0|$|9 reviews|$|< $25 / hr|$|$1,000+|$|10 - 49
2522|$|CodePillow|$|https://codepillow.io|$|L'viv, Ukraine|$|5.0|$|3 reviews|$|$25 - $49 / hr|$|$5,000+|$|10 - 49
2523|$|Aryush Infotech India Pvt Ltd|$|https://aryushinfotech.com/|$|Bengaluru, India|$|5.0|$|1 review|$|$25 - $49 / hr|$|$1,000+|$|50 - 249
2524|$|AddWeb Solution|$|https://www.addwebsolution.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory|$|Ahmedabad, India|$|4.8|$|36 reviews|$|$25 - $49 / hr|$|$5,000+|$|50 - 249
2525|$|ICREATIVEZ TECHNOLOGIES|$|https://www.icreativez.com/|$|Karachi, Pakistan|$|4.9|$|27 reviews|$|< $25 / hr|$|$1,000+|$|10 - 49
2526|$|Iconic Solutions|$|http://www.iconic-solutions.com|$|Raleigh, NC|$|4.8|$|3 reviews|$|$100 - $149 / hr|$|$25,000+|$|10 - 49
2527|$|Webfusion Solutions|$|https://www.thewebfusion.com|$|Surat, India|$|5.0|$|11 reviews|$|< $25 / hr|$|$1,000+|$|10 - 49
2528|$|AIST Global|$|https://aist.global/en|$|Yerevan, Armenia|$|5.0|$|15 reviews|$|$25 - $49 / hr|$|$5,000+|$|10 - 49
2529|$|O16 Labs|$|https://O16-labs.com|$|Karachi, Pakistan|$|4.9|$|5 reviews|$|$25 - $49 / hr|$|$5,000+|$|10 - 49
2530|$|Modern Launch|$|https://modernlaunch.co/|$|Milford, CT|$|5.0|$|1 review|$|$50 - $99 / hr|$|$5,000+|$|2 - 9
2531|$|ambitas|$|https://www.ambitas.org|$|Miami Beach, FL|$|5.0|$|2 reviews|$|$50 - $99 / hr|$|$10,000+|$|10 - 49
2532|$|Lemolite Technologies LLP|$|https://lemolite.com/|$|Ahmedabad, India|$|5.0|$|11 reviews|$|< $25 / hr|$|$1,000+|$|10 - 49
2533|$|Nevron Software|$|http://www.nevron.com|$|Sofia, Bulgaria|$|4.8|$|2 reviews|$|$50 - $99 / hr|$|$5,000+|$|10 - 49
2534|$|Noto Solutions|$|http://www.notosolutions.com|$|Edmonton, Canada|$|4.1|$|5 reviews|$|$25 - $49 / hr|$|$5,000+|$|50 - 249
2535|$|INEXTURE Solutions|$|https://www.inexture.com/|$|Ahmedabad, India|$|5.0|$|2 reviews|$|$25 - $49 / hr|$|$10,000+|$|50 - 249
2536|$|DevRain|$|https://devrain.com|$|Klevan', Ukraine|$|4.8|$|5 reviews|$|$25 - $49 / hr|$|$5,000+|$|10 - 49
2537|$|Mobiwolf|$|http://mobiwolf.com/|$|Kyiv, Ukraine|$|4.1|$|7 reviews|$|$25 - $49 / hr|$|$5,000+|$|2 - 9
2538|$|Quest Infosense|$|https://www.questinfosense.com/|$|Gandhinagar, India|$|5.0|$|4 reviews|$|< $25 / hr|$|$5,000+|$|10 - 49
2539|$|Digital One Agency|$|https://www.digitaloneagency.com.au/|$|Sydney, Australia|$|5.0|$|1 review|$|$100 - $149 / hr|$|$5,000+|$|10 - 49
2540|$|TenThousand|$|https://tenthousand.io|$|Kyiv, Ukraine|$|5.0|$|1 review|$|$150 - $199 / hr|$|$250,000+|$|10 - 49
2541|$|R&Y Labs|$|https://rylabs.io|$|Atlanta, GA|$|5.0|$|6 reviews|$|$150 - $199 / hr|$|$75,000+|$|10 - 49
2542|$|Force4 Software House|$|https://force4.pl/en/|$|Katowice, Poland|$|5.0|$|4 reviews|$|$50 - $99 / hr|$|$5,000+|$|10 - 49
2543|$|Pinro|$|http://www.pinrotech.com|$|London, United Kingdom|$|5.0|$|7 reviews|$|$50 - $99 / hr|$|$10,000+|$|2 - 9
2544|$|AppVerticals LLC|$|https://www.appverticals.com/|$|Trophy Club, TX|$|5.0|$|3 reviews|$|$25 - $49 / hr|$|$1,000+|$|10 - 49
2545|$|Ethervision|$|https://ethervision.net/|$|Chicago, IL|$|4.8|$|13 reviews|$|$150 - $199 / hr|$|$25,000+|$|10 - 49
2546|$|Dcastalia Limited|$|https://www.dcastalia.com|$|Dhaka, Bangladesh|$|4.9|$|44 reviews|$|$25 - $49 / hr|$|$1,000+|$|10 - 49
2547|$|PerceptionBox|$|https://perceptionbox.io|$|Ramat Gan, Israel|$|4.9|$|5 reviews|$|$25 - $49 / hr|$|$25,000+|$|10 - 49
2548|$|Flying Dynamite|$|https://flyingdynamite.com|$|Sosnowiec, Poland|$|5.0|$|4 reviews|$|$50 - $99 / hr|$|$10,000+|$|2 - 9
2549|$|GameTech Studio|$|http://gametechstudio.com|$|Nottingham, United Kingdom|$|5.0|$|1 review|$|$25 - $49 / hr|$|$5,000+|$|10 - 49
2550|$|White Orange Software|$|http://whiteorangesoftware.com|$|Surat, India|$|5.0|$|6 reviews|$|< $25 / hr|$|$1,000+|$|10 - 49
2551|$|SoftState Technologies|$|https://soft-state.com/|$|Timișoara, Romania|$|5.0|$|3 reviews|$|Undisclosed|$|$50,000+|$|2 - 9
2552|$|AppShark Software|$|https://www.appshark.com/?utm_source=clutch&utm_medium=directory&utm_campaign=listing|$|Dallas, TX|$|4.8|$|3 reviews|$|Undisclosed|$|$5,000+|$|50 - 249
2553|$|Tigren|$|https://www.tigren.com/|$|Hanoi, Vietnam|$|4.8|$|3 reviews|$|$25 - $49 / hr|$|$1,000+|$|50 - 249
2554|$|Wandio|$|http://wandio.com|$|T'bilisi, Georgia|$|5.0|$|1 review|$|$25 - $49 / hr|$|$25,000+|$|50 - 249
2555|$|West Agile Labs|$|https://www.westagilelabs.com|$|San Francisco, CA|$|4.8|$|12 reviews|$|$50 - $99 / hr|$|$50,000+|$|250 - 999
2556|$|Techie Pixel|$|https://www.techiepixel.com/|$|Ahmedabad, India|$|4.8|$|3 reviews|$|$25 - $49 / hr|$|$5,000+|$|10 - 49
2557|$|Webtye Solutions|$|http://www.webtye.com|$|New York, NY|$|4.7|$|3 reviews|$|$25 - $49 / hr|$|$1,000+|$|10 - 49
2558|$|Wanbuffer|$|http://www.wanbuffer.com|$|Ahmedabad, India|$|4.8|$|4 reviews|$|< $25 / hr|$|$5,000+|$|10 - 49
2559|$|DMS Designs Pty Ltd.|$|https://www.dmsdesigns.com.au|$|Noosa Heads, Australia|$|4.8|$|2 reviews|$|$50 - $99 / hr|$|$5,000+|$|2 - 9
2560|$|Chapter247 Infotech|$|http://chapter247.com/?utm_source=clutch.co&utm_medium=referral|$|Reno, NV|$|4.9|$|19 reviews|$|< $25 / hr|$|$10,000+|$|50 - 249
2561|$|Infuse Digital Agency|$|http://infusemed.com|$|Lehi, UT|$|5.0|$|1 review|$|$150 - $199 / hr|$|$5,000+|$|10 - 49
2562|$|SolGuruz|$|https://solguruz.com/|$|Ahmedabad, India|$|4.9|$|5 reviews|$|< $25 / hr|$|$5,000+|$|10 - 49
2563|$|Thorgate|$|http://thorgate.eu/|$|Tallinn, Estonia|$|5.0|$|1 review|$|$100 - $149 / hr|$|$25,000+|$|10 - 49
2564|$|Fidenz Technologies|$|http://www.fidenz.com|$|Sri Jayawardenepura Kotte, Sri Lanka|$|4.5|$|4 reviews|$|$25 - $49 / hr|$|$10,000+|$|10 - 49
2565|$|TPIsoftware|$|https://www.tpisoftware.com|$|Taipei City, Taiwan|$|4.5|$|1 review|$|$25 - $49 / hr|$|$25,000+|$|250 - 999
2566|$|Webvillee Technology Pvt. Ltd|$|https://www.webvillee.com|$|Indore, India|$|4.9|$|4 reviews|$|< $25 / hr|$|$10,000+|$|10 - 49
2567|$|Recodeit|$|https://recodeit.net/|$|Dąbrowa Górnicza, Poland|$|5.0|$|2 reviews|$|$25 - $49 / hr|$|$1,000+|$|10 - 49
2568|$|moldedbits|$|http://moldedbits.com|$|New Delhi, India|$|4.7|$|3 reviews|$|$25 - $49 / hr|$|$10,000+|$|10 - 49
2569|$|AOX Apps®|$|https://www.aoxapps.com/|$|Sahibzada Ajit Singh Nagar, India|$|4.8|$|3 reviews|$|$25 - $49 / hr|$|$5,000+|$|10 - 49
2570|$|Makimo|$|https://makimo.pl/?utm_source=clutch.co&utm_medium=referral|$|Łódź, Poland|$|5.0|$|10 reviews|$|$50 - $99 / hr|$|$10,000+|$|10 - 49
2571|$|Agriya|$|https://www.agriya.com|$|Chennai, India|$|5.0|$|10 reviews|$|< $25 / hr|$|Undisclosed|$|50 - 249
2572|$|Softweb Solutions|$|https://www.softwebsolutions.com/|$|Elgin, IL|$|5.0|$|4 reviews|$|$25 - $49 / hr|$|$25,000+|$|250 - 999
2573|$|Foton Technologies|$|http://fotontech.io|$|Florianópolis, Brazil|$|5.0|$|2 reviews|$|$25 - $49 / hr|$|$1,000+|$|10 - 49
2574|$|UXDivers|$|https://www.uxdivers.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory|$|Montevideo, Uruguay|$|4.8|$|7 reviews|$|$50 - $99 / hr|$|$10,000+|$|10 - 49
2575|$|xR Studio|$|https://www.xrstudio.in/|$|Surat, India|$|5.0|$|4 reviews|$|$25 - $49 / hr|$|$5,000+|$|50 - 249
2576|$|Uniwebb Software|$|https://www.uniwebb.com|$|Folsom, CA|$|5.0|$|4 reviews|$|$150 - $199 / hr|$|$25,000+|$|10 - 49
2577|$|DreamStorm Studios|$|https://www.dreamstormstudios.com|$|Gliwice, Poland|$|5.0|$|4 reviews|$|$25 - $49 / hr|$|$5,000+|$|10 - 49
2578|$|ComboApp|$|http://comboapp.com/|$|Chicago, IL|$|4.7|$|3 reviews|$|$100 - $149 / hr|$|Undisclosed|$|10 - 49
2579|$|Vsple Technologies Pvt. Ltd.|$|https://vsple.com/|$|Indore, India|$|5.0|$|3 reviews|$|$25 - $49 / hr|$|$5,000+|$|10 - 49
2580|$|Satva Softech|$|http://satvasoftech.com|$|Stanmore, United Kingdom|$|5.0|$|6 reviews|$|$25 - $49 / hr|$|$5,000+|$|50 - 249
2581|$|aeqdigital|$|http://www.aeqdigital.com|$|Vancouver, Canada|$|5.0|$|1 review|$|Undisclosed|$|Undisclosed|$|50 - 249
2582|$|Y Interval|$|http://yinterval.com/|$|Bankstown, Australia|$|5.0|$|1 review|$|$50 - $99 / hr|$|$5,000+|$|50 - 249
2583|$|APPZORRO|$|http://www.Appzorro.com|$|Sahibzada Ajit Singh Nagar, India|$|5.0|$|3 reviews|$|$25 - $49 / hr|$|$10,000+|$|10 - 49
2584|$|IT Solution24x7|$|https://itsolution24x7.com|$|Toronto, Canada|$|5.0|$|2 reviews|$|$25 - $49 / hr|$|$5,000+|$|50 - 249
2585|$|Softaware Ltd.|$|https://softaware.io/|$|Sofia, Bulgaria|$|5.0|$|1 review|$|$50 - $99 / hr|$|$10,000+|$|2 - 9
2586|$|Appinop Technologies|$|https://appinop.com|$|Jaipur, India|$|4.8|$|10 reviews|$|< $25 / hr|$|$5,000+|$|50 - 249
2587|$|Publex|$|https://publex.games/|$|Netanya, Israel|$|5.0|$|4 reviews|$|$50 - $99 / hr|$|$10,000+|$|10 - 49
2588|$|Skytz Software Labs|$|https://www.skytzsoftwarelabs.com|$|Chandigarh, India|$|5.0|$|2 reviews|$|$25 - $49 / hr|$|$1,000+|$|10 - 49
2589|$|Wilson Wings|$|https://wilsonwings.com/|$|Bengaluru, India|$|4.9|$|5 reviews|$|$25 - $49 / hr|$|$1,000+|$|10 - 49
2590|$|Quartus Technology|$|http://www.quartustechnology.com|$|Darien, CT|$|4.5|$|4 reviews|$|$50 - $99 / hr|$|Undisclosed|$|10 - 49
2591|$|EGGHEAD Experts|$|https://eggheadexperts.com/|$|Ahmedabad, India|$|5.0|$|2 reviews|$|$25 - $49 / hr|$|$5,000+|$|50 - 249
2592|$|JetSoftPro|$|https://jetsoftpro.com/|$|L'viv, Ukraine|$|4.8|$|29 reviews|$|$50 - $99 / hr|$|$10,000+|$|50 - 249
2593|$|IndianAppDevelopers (IAD) Company|$|http://www.indianappdevelopers.com/|$|Ahmedabad, India|$|5.0|$|1 review|$|< $25 / hr|$|Undisclosed|$|10 - 49
2594|$|ADe Technologies, Inc.|$|https://www.ade-technologies.com|$|Pensacola, FL|$|5.0|$|1 review|$|$25 - $49 / hr|$|$5,000+|$|50 - 249
2595|$|Fourtek IT Solutions Pvt Ltd|$|https://www.fourtek.com/?utm_source=clutch.co&utm_medium=referral|$|Noida, India|$|4.9|$|5 reviews|$|< $25 / hr|$|$5,000+|$|50 - 249
2596|$|RUBICON|$|https://www.rubicon-world.com|$|Sarajevo, Bosnia and Herzegovina|$|4.8|$|10 reviews|$|Undisclosed|$|$5,000+|$|10 - 49
2597|$|Serious Web|$|https://seriousweb.org/|$|Yerevan, Armenia|$|5.0|$|9 reviews|$|$25 - $49 / hr|$|$5,000+|$|10 - 49
2598|$|Cogent Commerce|$|https://cogentcommerce.com/|$|Ahmedabad, India|$|5.0|$|6 reviews|$|< $25 / hr|$|$1,000+|$|10 - 49
2599|$|Cuberto|$|http://www.cuberto.com/|$|London, United Kingdom|$|4.6|$|9 reviews|$|$50 - $99 / hr|$|$25,000+|$|10 - 49
2600|$|Trust Infoways|$|https://trustinfoways.com/|$|Ahmedabad, India|$|5.0|$|3 reviews|$|< $25 / hr|$|$1,000+|$|10 - 49
2601|$|Young Decade IT Software Solution|$|http://youngdecade.com/|$|Indore, India|$|5.0|$|11 reviews|$|< $25 / hr|$|$1,000+|$|10 - 49
2602|$|XpertSolvers|$|https://xpertsolvers.com|$|Dhaka, Bangladesh|$|4.9|$|5 reviews|$|$25 - $49 / hr|$|$1,000+|$|10 - 49
2603|$|Makers' Den|$|http://makersden.io|$|Berlin, Germany|$|4.9|$|8 reviews|$|$50 - $99 / hr|$|$10,000+|$|2 - 9
2604|$|SayOne Technologies|$|https://www.sayonetech.com/?utm_source=clutch.co&utm_medium=clutch-contact&utm_campaign=clutch&utm_content=company-profile|$|Kochi, India|$|4.8|$|16 reviews|$|$25 - $49 / hr|$|$5,000+|$|50 - 249
2605|$|Stanga1|$|http://www.stanga.net/|$|Sofia, Bulgaria|$|4.8|$|2 reviews|$|$50 - $99 / hr|$|$5,000+|$|250 - 999
2606|$|Hocrox Infotech|$|http://hocrox.com/|$|Sahibzada Ajit Singh Nagar, India|$|5.0|$|3 reviews|$|$25 - $49 / hr|$|$10,000+|$|10 - 49
2607|$|Future Help Designs|$|http://FutureHelpDesigns.com|$|Pontiac, MI|$|4.5|$|2 reviews|$|$100 - $149 / hr|$|Undisclosed|$|10 - 49
2608|$|j:Mind.Systems|$|https://jmind.systems|$|Kyiv, Ukraine|$|5.0|$|2 reviews|$|$25 - $49 / hr|$|$50,000+|$|50 - 249
2609|$|Hapteq|$|https://www.hapteq.in/|$|Warangal, India|$|5.0|$|3 reviews|$|< $25 / hr|$|$1,000+|$|2 - 9
2610|$|Codemask|$|https://codemask.com|$|Rzeszów, Poland|$|4.8|$|8 reviews|$|$50 - $99 / hr|$|$10,000+|$|10 - 49
2611|$|Informatics Commerce Inc|$|http://www.informaticscommerce.com|$|Houston, TX|$|5.0|$|2 reviews|$|$50 - $99 / hr|$|$5,000+|$|10 - 49
2612|$|Machinery|$|http://www.machinery.agency/|$|Zagreb, Croatia|$|5.0|$|11 reviews|$|$50 - $99 / hr|$|$10,000+|$|10 - 49
2613|$|Thunderrise|$|https://thunderrise.com/|$|Krakow, Poland|$|4.5|$|1 review|$|$25 - $49 / hr|$|$5,000+|$|10 - 49
2614|$|BMS Innolabs Software Pvt.Ltd|$|http://bmsils.com/contact|$|Bengaluru, India|$|4.5|$|3 reviews|$|$25 - $49 / hr|$|$10,000+|$|50 - 249
2615|$|AOD.space|$|https://aod.am/|$|Yerevan, Armenia|$|5.0|$|10 reviews|$|$50 - $99 / hr|$|$10,000+|$|10 - 49
2616|$|Liquid Technologies|$|http://www.liqteq.com/|$|Houston, TX|$|4.9|$|9 reviews|$|$25 - $49 / hr|$|$10,000+|$|50 - 249
2617|$|Attalla Digital|$|https://attalla.com.au/|$|Melbourne, Australia|$|5.0|$|3 reviews|$|$50 - $99 / hr|$|$25,000+|$|2 - 9
2618|$|MWDN|$|http://mwdn.com/?utm_source=themanifest.com&utm_medium=referral&utm_campaign=directory|$|Tel Aviv, Israel|$|4.9|$|6 reviews|$|$25 - $49 / hr|$|$25,000+|$|50 - 249
2619|$|OINO|$|https://oino.tech/|$|Austin, TX|$|4.7|$|3 reviews|$|$50 - $99 / hr|$|$10,000+|$|50 - 249
2620|$|Eagle IT Solutions|$|https://eagle.mk/|$|Struga, North Macedonia|$|4.8|$|2 reviews|$|$25 - $49 / hr|$|$5,000+|$|10 - 49
2621|$|VenturiX Solutions|$|https://venturix.solutions|$|Alexandria, VA|$|5.0|$|2 reviews|$|Undisclosed|$|$10,000+|$|50 - 249
2622|$|Cloudowl|$|https://cloudowl.com|$|Edmonton, Canada|$|5.0|$|2 reviews|$|$50 - $99 / hr|$|$1,000+|$|10 - 49
2623|$|Survin IT Solutions|$|http://survinitsolutions.com/|$|Jaipur, India|$|5.0|$|14 reviews|$|< $25 / hr|$|$1,000+|$|10 - 49
2624|$|Go Wombat|$|https://gowombat.team/|$|Dnipro, Ukraine|$|5.0|$|10 reviews|$|$50 - $99 / hr|$|$10,000+|$|50 - 249
2625|$|GTS Infosoft LLP|$|https://www.gtsinfosoft.com|$|Jodhpur, India|$|5.0|$|3 reviews|$|< $25 / hr|$|$5,000+|$|10 - 49
2626|$|WECODE|$|http://www.wecode.online|$|Khmelnytskyi, Ukraine|$|5.0|$|1 review|$|$25 - $49 / hr|$|$10,000+|$|10 - 49
2627|$|ITW Consulting|$|https://www.itwconsulting.com/web-design/|$|Toronto, Canada|$|5.0|$|4 reviews|$|$50 - $99 / hr|$|$10,000+|$|10 - 49
2628|$|Agilie|$|http://agilie.com|$|Dnipro, Ukraine|$|4.9|$|5 reviews|$|$25 - $49 / hr|$|$10,000+|$|50 - 249
2629|$|Deviark|$|http://www.deviark.com|$|Lviv, Ukraine|$|5.0|$|6 reviews|$|$25 - $49 / hr|$|$5,000+|$|10 - 49
2630|$|Cyboticx|$|https://cyboticx.com|$|New York, NY|$|4.9|$|5 reviews|$|$100 - $149 / hr|$|$25,000+|$|10 - 49
2631|$|Fleapo Corporation|$|https://fleapo.com|$|Kolkata, India|$|4.9|$|7 reviews|$|$25 - $49 / hr|$|$5,000+|$|10 - 49
2632|$|Uran Company|$|http://urancompany.com/|$|Plovdiv, Bulgaria|$|5.0|$|10 reviews|$|$25 - $49 / hr|$|$5,000+|$|50 - 249
2633|$|Vnnovate Solutions|$|http://www.vnnovate.com|$|Ahmedabad, India|$|5.0|$|4 reviews|$|< $25 / hr|$|$5,000+|$|50 - 249
2634|$|Rokk|$|https://rokk.co.uk|$|London, United Kingdom|$|5.0|$|1 review|$|$100 - $149 / hr|$|$10,000+|$|10 - 49
2635|$|Software Station|$|https://softwarestation.io/?utm_source=clutch.co&utm_medium=referral|$|Kharkiv, Ukraine|$|5.0|$|3 reviews|$|$25 - $49 / hr|$|$5,000+|$|10 - 49
2636|$|HSTK Haystack|$|https://hstk.com|$|Phoenix, AZ|$|5.0|$|3 reviews|$|$150 - $199 / hr|$|$10,000+|$|10 - 49
2637|$|Mobiweb|$|https://www.mobiweb.co.uk|$|Porto, Portugal|$|5.0|$|2 reviews|$|$25 - $49 / hr|$|$10,000+|$|10 - 49
2638|$|Appliable|$|https://appliable.eu|$|Bratislava, Slovakia|$|5.0|$|1 review|$|$25 - $49 / hr|$|$1,000+|$|2 - 9
